sqft,bedrooms,bathrooms,location,price
2126,4,5,Islamabad,29310000
1661,3,2,Islamabad,20100000
1254,3,2,Lahore,13840000
1202,2,3,Lahore,15080000
2048,5,3,Lahore,25360000
1398,2,3,Rawalpindi,12470000
2414,6,4,Lahore,31460000
2992,5,5,Karachi,31420000
2055,5,4,Islamabad,29780000
5669,5,4,Karachi,64900000
1617,4,3,Lahore,19120000
2021,3,3,Lahore,24410000
2842,6,4,Faisalabad,21180000
1742,4,2,Rawalpindi,16000000
1086,3,3,Karachi,13260000
500,1,2,Islamabad,8130000
2453,4,3,Faisalabad,18520000
712,3,2,Lahore,8780000
2849,5,4,Faisalabad,21080000
6599,7,5,Lahore,72710000
2914,5,3,Rawalpindi,27670000
7374,5,6,Rawalpindi,67690000
2452,5,4,Faisalabad,19220000
1978,3,4,Multan,12400000
2310,4,3,Lahore,25210000
1447,2,3,Lahore,16080000
3431,4,5,Faisalabad,21980000
1653,4,2,Faisalabad,12710000
1497,2,4,Karachi,17670000
1140,3,3,Karachi,13750000
1647,2,2,Islamabad,21790000
2257,5,4,Karachi,23940000
3195,5,4,Islamabad,47830000
1572,4,3,Lahore,19800000
914,2,2,Islamabad,13630000
2535,5,4,Rawalpindi,24560000
611,2,1,Gujranwala,4590000
2026,4,4,Lahore,23610000
1723,4,3,Islamabad,23220000
817,4,3,Peshawar,8060000
964,4,3,Lahore,13460000
988,1,3,Multan,7230000
3787,4,5,Karachi,43890000
814,2,1,Islamabad,10420000
1753,4,3,Islamabad,25800000
2164,4,4,Rawalpindi,21010000
2050,4,4,Multan,14200000
3016,4,4,Gujranwala,18400000
1099,3,3,Multan,9840000
4722,5,4,Peshawar,37160000
5335,5,5,Lahore,64560000
1108,4,2,Islamabad,16400000
1135,2,4,Rawalpindi,11360000
3060,6,5,Lahore,34190000
2481,5,5,Karachi,28160000
614,1,3,Lahore,8840000
1412,4,3,Faisalabad,11210000
1615,2,3,Faisalabad,12710000
959,3,2,Rawalpindi,8310000
1465,4,3,Faisalabad,13200000
1572,3,2,Rawalpindi,13920000
1531,3,3,Faisalabad,11480000
8941,5,5,Islamabad,117870000
2243,3,3,Islamabad,24610000
1138,4,3,Rawalpindi,12430000
1634,3,3,Lahore,19900000
1696,4,3,Faisalabad,11250000
5482,6,7,Lahore,53610000
2091,4,2,Faisalabad,17120000
1297,4,3,Karachi,16310000
1805,3,3,Rawalpindi,15420000
2493,5,5,Karachi,27980000
1145,4,3,Rawalpindi,11960000
2044,4,3,Lahore,22660000
3064,4,4,Peshawar,24230000
8971,6,5,Lahore,100880000
999,2,4,Lahore,12460000
1597,2,2,Gujranwala,10160000
1937,4,3,Peshawar,15460000
2950,5,4,Peshawar,23470000
4134,6,6,Karachi,48040000
9500,6,5,Lahore,119870000
994,2,3,Gujranwala,7340000
1875,3,3,Islamabad,20380000
2244,5,3,Karachi,25360000
1662,4,3,Faisalabad,13460000
2720,5,4,Faisalabad,21490000
1639,4,4,Islamabad,23450000
802,3,1,Faisalabad,6640000
550,2,1,Rawalpindi,5970000
1527,2,4,Rawalpindi,14470000
613,2,2,Karachi,7570000
2093,4,3,Islamabad,28410000
1571,5,4,Faisalabad,11230000
2048,3,3,Lahore,23250000
1293,4,3,Karachi,15300000
2045,4,3,Islamabad,24540000
6104,6,6,Karachi,64440000
1716,3,3,Peshawar,13560000
2842,5,4,Lahore,33090000
4405,5,4,Lahore,50010000
4462,6,5,Islamabad,61170000
3067,4,3,Lahore,32500000
8087,6,6,Islamabad,114380000
1697,3,2,Islamabad,21680000
987,2,3,Islamabad,13850000
1219,3,3,Karachi,14830000
5208,4,4,Rawalpindi,50670000
1024,1,3,Islamabad,14650000
1188,3,3,Islamabad,15540000
7646,5,7,Lahore,86620000
1526,3,3,Karachi,17600000
1189,2,2,Karachi,13900000
1644,4,4,Rawalpindi,16590000
695,3,2,Lahore,10340000
4006,5,4,Islamabad,49480000
512,2,3,Karachi,6710000
1103,3,3,Islamabad,15540000
1426,2,4,Islamabad,18680000
1566,3,2,Peshawar,12610000
3260,6,5,Lahore,42090000
1182,2,2,Multan,8410000
2540,5,3,Islamabad,34920000
1069,2,2,Lahore,10980000
1360,4,2,Faisalabad,11970000
2076,3,3,Lahore,23680000
1678,5,2,Karachi,17920000
2136,4,3,Faisalabad,17290000
1347,2,3,Faisalabad,10730000
1196,3,3,Gujranwala,8720000
1742,3,3,Peshawar,14010000
1704,3,3,Lahore,20270000
1431,3,3,Rawalpindi,13400000
888,2,2,Rawalpindi,9700000
1331,3,2,Islamabad,18780000
3004,5,4,Islamabad,48250000
911,3,3,Islamabad,13350000
2426,5,5,Rawalpindi,22910000
2723,4,4,Karachi,29650000
5395,7,6,Multan,41390000
1844,4,3,Islamabad,22910000
1682,3,3,Lahore,19920000
4938,6,6,Multan,34660000
2555,4,3,Rawalpindi,21720000
1848,4,3,Lahore,21080000
841,3,4,Gujranwala,7530000
4704,4,6,Rawalpindi,40490000
1537,2,3,Lahore,17880000
1276,3,4,Faisalabad,10110000
1893,3,3,Peshawar,15330000
1512,3,4,Karachi,16030000
2000,4,2,Multan,15040000
2186,5,3,Islamabad,34260000
1353,5,2,Islamabad,18700000
1331,3,3,Rawalpindi,12510000
1168,4,3,Gujranwala,9290000
2819,5,5,Rawalpindi,26280000
635,2,2,Karachi,7940000
842,3,2,Rawalpindi,7960000
2087,5,3,Karachi,25070000
798,2,2,Gujranwala,5850000
795,1,3,Lahore,9780000
4761,4,5,Peshawar,37900000
2087,6,4,Faisalabad,17640000
1186,3,2,Gujranwala,8010000
8533,6,7,Islamabad,114280000
825,2,3,Multan,6710000
2055,5,3,Karachi,22840000
877,1,2,Karachi,11310000
1872,4,3,Lahore,22430000
696,1,2,Lahore,7780000
1497,3,3,Islamabad,22830000
893,3,2,Karachi,10580000
1789,4,3,Lahore,21830000
961,2,2,Karachi,10580000
3992,4,5,Lahore,48460000
2614,4,4,Multan,19030000
871,3,2,Karachi,9980000
2836,4,4,Faisalabad,20510000
2630,5,4,Karachi,28050000
1510,3,3,Faisalabad,12640000
911,2,2,Lahore,12420000
1869,4,3,Multan,12860000
4140,6,6,Karachi,42110000
3920,5,5,Rawalpindi,33760000
1256,3,3,Lahore,14850000
2828,5,4,Lahore,34280000
1068,2,1,Islamabad,13570000
3698,5,5,Islamabad,52050000
1257,3,2,Rawalpindi,12320000
1166,3,2,Lahore,14240000
3367,5,4,Rawalpindi,30770000
1753,3,3,Faisalabad,13800000
2751,5,5,Karachi,32780000
1574,4,3,Islamabad,22810000
1170,3,2,Islamabad,15290000
1158,3,2,Faisalabad,9490000
2115,6,4,Gujranwala,15370000
2225,4,4,Islamabad,30830000
945,2,1,Rawalpindi,7560000
1424,4,3,Islamabad,21730000
1231,3,4,Lahore,14980000
1273,2,4,Gujranwala,9550000
934,3,3,Rawalpindi,9490000
795,2,2,Gujranwala,5090000
4600,6,5,Peshawar,38550000
908,4,3,Lahore,12360000
1842,4,3,Islamabad,23040000
1049,3,2,Peshawar,8540000
2281,5,5,Islamabad,32000000
3748,6,5,Faisalabad,24660000
2485,5,4,Lahore,28700000
1018,3,1,Multan,7480000
1500,4,2,Lahore,15760000
4561,4,5,Lahore,52670000
1419,2,4,Rawalpindi,13920000
500,2,1,Gujranwala,4040000
6648,6,6,Karachi,73290000
1228,3,3,Faisalabad,9930000
1264,4,4,Peshawar,10560000
1368,3,4,Lahore,15910000
1600,4,2,Multan,11610000
1188,2,3,Lahore,13770000
987,3,2,Lahore,11910000
6898,6,5,Lahore,77100000
3690,6,4,Lahore,47850000
1767,4,3,Lahore,21470000
1711,4,2,Rawalpindi,15470000
2227,4,3,Gujranwala,13940000
4303,5,5,Faisalabad,31800000
1317,3,2,Islamabad,19760000
1849,3,4,Faisalabad,14860000
1393,3,2,Karachi,16040000
1265,2,3,Faisalabad,11170000
811,3,4,Islamabad,14130000
883,3,3,Peshawar,7840000
1097,2,2,Faisalabad,7180000
1303,4,3,Gujranwala,9840000
5217,4,4,Rawalpindi,40450000
2224,5,3,Faisalabad,15860000
1548,3,2,Lahore,17410000
4392,5,5,Karachi,47750000
2655,4,5,Karachi,34330000
1051,3,3,Lahore,14230000
2573,5,4,Karachi,26210000
1116,4,3,Peshawar,10840000
837,3,2,Peshawar,7130000
1586,5,2,Multan,12070000
4518,5,5,Multan,31330000
1899,3,2,Islamabad,24210000
1192,3,2,Lahore,14610000
2393,4,3,Karachi,26970000
2255,4,2,Karachi,26820000
4047,5,5,Islamabad,55610000
931,1,1,Faisalabad,6370000
1843,3,2,Gujranwala,11570000
1464,3,2,Multan,10470000
4895,6,4,Karachi,59100000
4193,4,5,Karachi,38490000
4307,5,4,Lahore,44200000
2851,5,3,Karachi,33250000
701,3,2,Gujranwala,6260000
1881,3,2,Peshawar,13660000
4971,5,5,Gujranwala,29610000
1717,4,3,Lahore,22770000
823,2,1,Rawalpindi,8060000
5327,4,5,Karachi,55060000
2722,5,4,Gujranwala,16540000
2027,5,4,Peshawar,18900000
1504,5,3,Karachi,18270000
2339,5,3,Islamabad,31290000
1218,3,3,Multan,8600000
1377,2,3,Karachi,13770000
2560,6,5,Karachi,28660000
829,1,2,Faisalabad,6550000
1797,4,4,Islamabad,22070000
1381,3,2,Rawalpindi,11910000
4736,6,6,Rawalpindi,41440000
4833,4,4,Lahore,48530000
1168,3,2,Peshawar,9560000
760,2,2,Faisalabad,5990000
7355,6,7,Lahore,86700000
965,2,1,Lahore,12090000
1906,4,3,Islamabad,23800000
2566,4,4,Gujranwala,16990000
7454,6,6,Islamabad,93810000
1502,2,4,Islamabad,20150000
1367,3,3,Faisalabad,11430000
7607,6,7,Islamabad,101920000
2466,3,2,Lahore,27340000
2843,5,5,Lahore,31390000
1530,3,3,Gujranwala,10080000
1858,4,3,Rawalpindi,17910000
953,3,4,Karachi,10490000
1469,1,2,Lahore,15910000
4677,5,5,Gujranwala,28610000
1798,5,4,Karachi,21070000
5161,4,5,Islamabad,74310000
500,2,1,Islamabad,7640000
1368,3,3,Karachi,16100000
6903,6,5,Islamabad,83800000
1829,3,4,Faisalabad,14250000
1406,3,3,Rawalpindi,13000000
1449,3,3,Lahore,16250000
3890,5,3,Lahore,41790000
2964,5,4,Islamabad,37790000
1284,3,3,Karachi,14470000
1729,3,4,Lahore,20080000
1196,3,2,Lahore,14150000
2281,4,3,Islamabad,28870000
500,2,2,Rawalpindi,6100000
6021,6,6,Faisalabad,48500000
1303,3,3,Karachi,15880000
1428,5,2,Faisalabad,12900000
1878,4,2,Faisalabad,12140000
1136,3,3,Faisalabad,9480000
2922,5,5,Lahore,34710000
1559,4,2,Islamabad,19040000
4887,5,6,Islamabad,61430000
978,2,2,Islamabad,13480000
5208,5,4,Rawalpindi,46070000
870,2,2,Peshawar,6430000
2273,4,3,Lahore,30140000
850,3,2,Islamabad,11300000
943,2,2,Peshawar,7220000
6783,7,6,Karachi,78960000
1248,3,3,Gujranwala,10220000
2310,4,3,Islamabad,31270000
3110,6,3,Islamabad,42090000
987,1,2,Faisalabad,6320000
1773,4,3,Islamabad,25400000
1857,3,3,Rawalpindi,17140000
936,2,3,Karachi,10920000
6501,6,7,Islamabad,91260000
2907,5,3,Lahore,31460000
1306,3,3,Lahore,16860000
2696,6,4,Lahore,33460000
3591,6,4,Islamabad,49190000
3716,5,5,Multan,24980000
1064,1,1,Rawalpindi,7990000
951,2,3,Karachi,11040000
1575,2,2,Karachi,15120000
3048,5,4,Islamabad,43230000
1932,4,3,Karachi,21290000
1704,4,3,Lahore,21940000
1922,4,3,Peshawar,16780000
7549,6,6,Peshawar,60620000
2385,5,5,Islamabad,35610000
4845,6,5,Islamabad,59400000
2208,6,4,Lahore,25980000
1747,3,4,Rawalpindi,16670000
1282,2,4,Islamabad,16260000
4658,5,6,Lahore,54160000
2654,6,4,Islamabad,34910000
896,3,1,Karachi,10000000
623,2,2,Rawalpindi,6660000
2060,4,3,Karachi,22080000
2637,5,4,Islamabad,33840000
4431,5,4,Lahore,51310000
3188,5,4,Lahore,40640000
3467,5,4,Islamabad,46590000
1067,3,2,Lahore,12720000
846,2,3,Karachi,10760000
1456,4,3,Islamabad,20980000
695,1,1,Peshawar,5070000
1541,3,2,Gujranwala,10390000
818,2,2,Lahore,9560000
4586,5,5,Lahore,55810000
3174,6,4,Lahore,37340000
773,2,3,Karachi,8880000
2377,4,4,Islamabad,34010000
1344,4,3,Karachi,15440000
2224,4,3,Faisalabad,15790000
1002,2,2,Karachi,11030000
1221,3,2,Islamabad,15740000
1308,2,2,Faisalabad,10830000
837,2,3,Rawalpindi,8210000
2529,5,4,Islamabad,32020000
1820,4,4,Islamabad,27600000
2056,4,2,Rawalpindi,18000000
2836,5,4,Lahore,32790000
1202,2,2,Multan,8390000
806,2,2,Rawalpindi,7430000
729,3,2,Islamabad,11350000
1217,3,3,Karachi,14090000
2316,5,2,Lahore,24950000
1133,3,2,Lahore,14480000
729,3,2,Gujranwala,6140000
2575,4,4,Rawalpindi,24290000
1032,3,2,Karachi,12060000
3774,6,5,Islamabad,51580000
2482,5,3,Peshawar,19320000
2623,5,5,Karachi,32730000
1127,2,3,Rawalpindi,9970000
2187,3,4,Lahore,27320000
1157,3,2,Karachi,14070000
1050,3,3,Faisalabad,9520000
2187,4,4,Karachi,24620000
1237,4,2,Faisalabad,9530000
3247,5,3,Karachi,32540000
988,2,3,Peshawar,8440000
1128,3,2,Gujranwala,8000000
821,3,2,Faisalabad,7300000
1067,3,3,Faisalabad,8890000
840,3,3,Rawalpindi,9000000
1584,4,2,Karachi,19240000
1826,4,2,Rawalpindi,14310000
1073,3,2,Lahore,14250000
4396,5,6,Islamabad,63250000
5734,6,6,Karachi,57830000
937,1,2,Lahore,11580000
1943,6,4,Peshawar,17490000
1134,2,3,Lahore,14420000
1999,4,2,Lahore,22140000
4280,5,5,Islamabad,59120000
1250,3,4,Gujranwala,9670000
1451,3,3,Karachi,15960000
948,2,2,Gujranwala,6520000
2499,5,4,Karachi,29270000
2468,5,4,Lahore,24980000
2181,6,5,Islamabad,30920000
1014,3,3,Karachi,13150000
696,2,3,Islamabad,10250000
1291,3,2,Karachi,15510000
1064,3,2,Lahore,13930000
1317,3,3,Islamabad,19110000
680,1,2,Islamabad,9080000
1938,4,3,Islamabad,22700000
2622,4,5,Lahore,31710000
1634,4,3,Lahore,19560000
2020,3,3,Lahore,25250000
2309,5,4,Rawalpindi,22250000
1666,3,3,Islamabad,20990000
3146,5,5,Multan,21790000
2230,5,4,Rawalpindi,22950000
879,2,2,Lahore,10270000
1272,3,4,Karachi,15310000
1639,3,2,Faisalabad,12500000
2073,4,3,Islamabad,28910000
2445,5,3,Islamabad,34890000
1230,3,3,Islamabad,16340000
1380,3,3,Karachi,15610000
2713,4,4,Faisalabad,21790000
1332,3,3,Lahore,17400000
1311,4,3,Faisalabad,12300000
2807,4,4,Karachi,33300000
3577,6,3,Gujranwala,22100000
1717,4,3,Faisalabad,12930000
1288,3,3,Islamabad,18360000
3292,5,3,Karachi,35320000
1727,3,3,Islamabad,22500000
918,3,2,Islamabad,14640000
4464,6,5,Rawalpindi,35770000
692,3,2,Karachi,9090000
2229,6,5,Peshawar,22450000
5153,5,4,Karachi,63520000
765,3,4,Islamabad,12490000
2012,4,2,Lahore,25460000
1261,2,4,Karachi,14050000
926,1,3,Lahore,10230000
1260,3,3,Gujranwala,9140000
1115,2,3,Lahore,15020000
4654,5,4,Karachi,49320000
1042,4,3,Rawalpindi,12200000
4999,6,5,Gujranwala,30160000
1684,4,2,Karachi,17930000
2816,5,5,Faisalabad,21140000
1594,2,3,Islamabad,22210000
1281,3,4,Lahore,16510000
7516,5,6,Islamabad,102500000
1478,2,3,Karachi,15660000
1490,3,3,Multan,10210000
1657,3,3,Lahore,19470000
1256,3,3,Islamabad,17750000
2330,4,3,Rawalpindi,21270000
5129,5,5,Islamabad,68190000
2000,5,3,Faisalabad,13650000
641,2,2,Lahore,9240000
2084,3,4,Islamabad,29030000
6261,6,6,Rawalpindi,51900000
968,3,3,Karachi,10960000
659,2,1,Faisalabad,5580000
2614,5,4,Lahore,31860000
3545,6,3,Faisalabad,26550000
4678,5,5,Lahore,59470000
2395,5,2,Karachi,25480000
1085,3,4,Karachi,14260000
5221,4,5,Lahore,59650000
5085,5,4,Lahore,54230000
1582,4,3,Islamabad,21370000
1815,4,3,Rawalpindi,18230000
1144,3,2,Karachi,13150000
1470,3,3,Islamabad,18530000
868,2,3,Karachi,9600000
1639,4,4,Karachi,20100000
550,1,2,Gujranwala,4110000
2259,4,5,Islamabad,31510000
2178,4,2,Islamabad,25890000
1827,3,2,Lahore,19880000
1927,4,3,Karachi,22410000
2271,5,4,Multan,16000000
1945,5,3,Peshawar,16220000
1843,4,3,Rawalpindi,17450000
2509,6,4,Lahore,28180000
1023,2,3,Lahore,11950000
1956,4,2,Lahore,22770000
1457,4,2,Islamabad,22410000
1526,4,2,Karachi,17930000
4067,5,5,Gujranwala,23980000
3098,4,5,Islamabad,41870000
617,2,2,Peshawar,5730000
1188,2,4,Karachi,15000000
1573,4,3,Lahore,22300000
2029,4,3,Islamabad,26410000
1879,4,3,Islamabad,24110000
8378,6,6,Karachi,95440000
764,3,2,Islamabad,10540000
2002,5,4,Rawalpindi,20660000
7132,6,6,Islamabad,100870000
1110,3,3,Lahore,12580000
1383,3,1,Gujranwala,8930000
4799,4,5,Karachi,50720000
1726,5,3,Multan,13250000
2293,5,3,Islamabad,31280000
2304,5,3,Karachi,26070000
3344,5,4,Islamabad,39670000
794,2,1,Multan,5500000
1354,4,3,Karachi,16200000
2467,5,5,Peshawar,20490000
2135,3,4,Gujranwala,12530000
4924,5,5,Lahore,59470000
1987,4,3,Rawalpindi,18320000
1351,3,4,Faisalabad,10860000
1732,4,4,Karachi,20390000
1552,3,4,Islamabad,22130000
1485,3,3,Lahore,16820000
3557,5,5,Islamabad,45400000
4959,5,6,Faisalabad,35450000
2139,3,3,Lahore,23810000
1601,3,4,Lahore,19980000
1818,4,3,Lahore,21820000
2435,4,4,Karachi,27410000
1171,2,2,Lahore,11970000
1542,3,3,Rawalpindi,15440000
2943,6,4,Islamabad,40060000
1282,3,3,Lahore,13810000
7553,6,6,Islamabad,108030000
1528,3,3,Rawalpindi,12790000
1304,2,4,Lahore,15810000
2089,4,3,Islamabad,27670000
1115,4,3,Karachi,14120000
3144,5,4,Lahore,35860000
2383,4,4,Islamabad,33720000
1240,3,3,Gujranwala,9040000
1958,3,3,Gujranwala,13670000
7109,6,5,Karachi,80340000
4183,5,5,Multan,30400000
1992,4,3,Lahore,24330000
2994,5,3,Lahore,36300000
2250,4,2,Lahore,24690000
8048,6,5,Lahore,86390000
3154,5,3,Karachi,34570000
1703,3,3,Multan,12340000
1438,3,3,Islamabad,19470000
1280,4,3,Gujranwala,11060000
7418,6,7,Rawalpindi,69720000
9275,6,7,Lahore,100230000
2022,5,4,Lahore,25200000
1951,3,2,Rawalpindi,16620000
1722,4,3,Gujranwala,13150000
1838,3,3,Lahore,25530000
882,2,2,Islamabad,12770000
1711,5,4,Multan,14730000
1126,3,4,Faisalabad,9490000
679,2,2,Islamabad,9510000
500,1,2,Karachi,5550000
3007,6,4,Rawalpindi,30750000
2495,4,3,Karachi,27380000
4411,4,5,Multan,27770000
4609,5,5,Karachi,47810000
5042,5,5,Multan,32750000
833,2,2,Karachi,10210000
1243,2,2,Islamabad,16520000
3065,5,4,Rawalpindi,27610000
1390,3,3,Islamabad,18830000
1194,3,2,Peshawar,9770000
2206,5,2,Karachi,26740000
1247,3,3,Lahore,14750000
1127,3,3,Rawalpindi,12090000
977,2,1,Islamabad,12860000
3191,5,3,Faisalabad,24070000
2610,5,4,Karachi,31970000
2705,6,4,Faisalabad,19190000
1020,1,2,Peshawar,7440000
1134,3,2,Lahore,15030000
1687,3,4,Faisalabad,14180000
1170,3,4,Rawalpindi,12500000
3411,5,3,Rawalpindi,29070000
7106,6,6,Rawalpindi,55440000
2948,5,5,Faisalabad,23400000
1297,2,3,Islamabad,17990000
1469,3,4,Faisalabad,12770000
1371,3,4,Lahore,15270000
1710,3,4,Peshawar,14820000
1166,4,3,Islamabad,18910000
891,3,4,Islamabad,14810000
1932,4,4,Multan,12820000
2712,5,3,Lahore,31290000
911,2,3,Rawalpindi,9390000
1911,3,3,Lahore,20360000
695,2,2,Peshawar,6330000
1927,4,3,Karachi,22820000
3030,5,5,Gujranwala,19620000
1094,3,3,Faisalabad,10030000
1205,3,2,Peshawar,9330000
2247,5,4,Gujranwala,14610000
1254,3,4,Islamabad,18820000
1336,4,4,Rawalpindi,15250000
3152,5,5,Multan,22430000
1220,2,3,Multan,8740000
2820,4,3,Rawalpindi,25910000
1209,3,2,Islamabad,16710000
1067,5,2,Rawalpindi,11330000
3021,5,4,Karachi,33800000
1659,4,3,Islamabad,22410000
2249,5,4,Islamabad,32170000
1606,4,3,Karachi,16900000
2204,4,3,Islamabad,29010000
2755,4,4,Rawalpindi,24000000
1679,3,2,Lahore,19060000
8294,6,7,Karachi,99720000
2121,5,2,Islamabad,31720000
1442,4,4,Rawalpindi,13600000
2372,4,3,Karachi,25810000
1603,2,2,Lahore,19030000
1792,4,3,Lahore,20000000
721,2,2,Karachi,9480000
1219,2,3,Karachi,12680000
1087,3,2,Islamabad,15870000
2304,6,3,Lahore,29380000
4737,5,4,Gujranwala,29200000
1139,2,2,Karachi,12160000
4422,4,5,Karachi,46370000
1630,5,2,Islamabad,21980000
897,2,1,Karachi,7720000
2785,5,3,Lahore,35450000
1159,3,3,Lahore,13920000
1635,3,3,Gujranwala,11370000
1064,1,1,Lahore,11000000
3460,5,3,Rawalpindi,29550000
1279,4,2,Lahore,15960000
1970,5,4,Lahore,27420000
2694,5,5,Lahore,33410000
2127,4,4,Karachi,22970000
1583,3,2,Peshawar,13080000
2124,3,4,Islamabad,25190000
1306,3,3,Lahore,12580000
2633,5,4,Islamabad,39360000
7000,5,5,Islamabad,97010000
3317,5,4,Islamabad,44160000
1056,1,1,Rawalpindi,7990000
3076,5,4,Faisalabad,21660000
4042,5,5,Islamabad,53320000
1443,4,2,Lahore,16140000
4351,5,5,Gujranwala,27790000
1181,2,3,Gujranwala,8800000
1949,4,3,Peshawar,16000000
1453,3,3,Lahore,17730000
1258,3,3,Islamabad,17740000
2037,4,3,Islamabad,28560000
4121,4,5,Lahore,49030000
3011,6,4,Karachi,36900000
3044,6,4,Islamabad,39890000
1477,4,3,Karachi,16080000
1726,3,3,Rawalpindi,15720000
2167,3,4,Peshawar,17110000
791,2,3,Islamabad,11970000
8540,5,6,Faisalabad,57580000
1386,3,4,Faisalabad,13480000
1882,3,3,Islamabad,26960000
1378,4,4,Lahore,19060000
581,3,1,Rawalpindi,6200000
1649,4,2,Lahore,18860000
1466,3,3,Islamabad,22320000
4593,6,6,Lahore,52820000
1247,4,3,Islamabad,18410000
1042,3,1,Peshawar,9270000
1407,4,3,Islamabad,18690000
978,1,2,Faisalabad,7090000
4334,4,5,Karachi,45900000
5455,5,4,Lahore,67870000
6849,6,6,Karachi,74000000
2319,5,4,Faisalabad,17520000
1873,3,3,Karachi,20900000
1575,3,2,Islamabad,22120000
2759,4,3,Karachi,28360000
733,1,3,Rawalpindi,7410000
585,2,3,Gujranwala,5210000
2251,4,4,Gujranwala,13660000
1541,3,4,Faisalabad,11830000
1692,2,4,Karachi,18730000
3695,5,5,Multan,24540000
2233,3,3,Islamabad,29410000
2854,6,4,Peshawar,24350000
795,1,1,Karachi,8170000
712,3,3,Multan,6930000
2217,6,4,Rawalpindi,23260000
912,2,2,Karachi,9570000
815,3,2,Lahore,11500000
2348,4,3,Karachi,25470000
561,1,2,Lahore,7180000
3110,6,5,Rawalpindi,29000000
1292,2,4,Rawalpindi,11350000
1887,3,3,Karachi,23550000
1164,3,2,Rawalpindi,11570000
2558,5,4,Lahore,32660000
1379,4,3,Lahore,17680000
1381,3,2,Rawalpindi,11390000
835,1,1,Lahore,10340000
1966,3,2,Islamabad,25280000
3203,5,4,Multan,21970000
1183,2,2,Gujranwala,8810000
2395,3,3,Islamabad,35460000
1679,3,3,Multan,12360000
1287,3,2,Faisalabad,10420000
1176,4,4,Peshawar,10910000
1184,5,2,Karachi,14240000
575,3,2,Lahore,8170000
1256,3,3,Karachi,16100000
1434,4,3,Rawalpindi,12910000
4378,5,5,Faisalabad,31710000
5071,5,4,Islamabad,70490000
1089,2,2,Karachi,11320000
1379,4,3,Peshawar,12060000
1931,4,3,Islamabad,26640000
1082,3,2,Karachi,13370000
2184,3,3,Islamabad,30110000
1339,3,3,Karachi,16630000
1227,3,2,Peshawar,10780000
1470,4,2,Karachi,16390000
1334,4,2,Rawalpindi,12520000
2246,4,4,Karachi,27130000
500,2,2,Faisalabad,4720000
1350,3,4,Lahore,17780000
920,4,4,Lahore,12140000
672,2,1,Islamabad,9270000
1078,2,3,Karachi,11640000
1579,4,2,Faisalabad,11770000
1430,3,2,Multan,11260000
955,4,2,Rawalpindi,10280000
998,3,4,Islamabad,14680000
1979,3,3,Rawalpindi,17080000
1591,2,3,Lahore,17990000
2663,5,5,Islamabad,38790000
2423,3,4,Karachi,27700000
741,1,2,Karachi,8980000
4217,5,5,Multan,30220000
2555,6,5,Lahore,32110000
2067,4,3,Islamabad,29120000
4457,4,6,Lahore,51780000
4564,5,5,Faisalabad,35280000
3602,5,4,Islamabad,48440000
1260,4,2,Islamabad,17390000
1576,4,3,Lahore,19760000
1233,3,3,Lahore,15530000
946,3,4,Islamabad,15320000
2546,6,4,Lahore,35070000
1286,4,3,Lahore,15830000
8414,6,6,Faisalabad,57350000
7326,6,6,Karachi,87300000
2913,5,4,Islamabad,41120000
889,3,3,Islamabad,12540000
4306,5,5,Karachi,47930000
500,2,2,Lahore,6860000
990,3,2,Peshawar,9340000
625,2,2,Lahore,8370000
677,2,2,Lahore,9290000
1598,3,3,Karachi,19080000
1337,3,3,Lahore,18540000
3509,6,4,Peshawar,28630000
2431,6,3,Lahore,29590000
2150,5,3,Peshawar,19910000
1972,4,3,Karachi,21090000
1153,3,3,Multan,8830000
1919,3,4,Karachi,23770000
7339,5,6,Lahore,84040000
1397,3,4,Faisalabad,12220000
1397,3,4,Lahore,17250000
1303,3,4,Karachi,15980000
966,2,2,Faisalabad,8280000
3597,4,4,Faisalabad,27480000
1523,3,2,Islamabad,20780000
4841,5,5,Rawalpindi,43360000
1422,4,4,Islamabad,17670000
1018,3,4,Islamabad,14480000
1927,4,3,Gujranwala,14040000
2484,5,5,Karachi,26550000
2385,5,5,Karachi,29220000
4640,5,6,Karachi,54680000
2515,4,2,Karachi,24340000
1095,2,2,Multan,7910000
837,2,1,Rawalpindi,7690000
2834,4,4,Islamabad,40130000
8330,6,6,Karachi,87200000
722,2,1,Karachi,8630000
1399,4,3,Gujranwala,10530000
1300,2,4,Peshawar,10240000
2099,4,2,Islamabad,31710000
1138,2,2,Karachi,12170000
1611,3,3,Rawalpindi,14900000
2037,4,4,Lahore,22940000
1537,4,3,Peshawar,12850000
1479,3,3,Lahore,17200000
1803,4,3,Karachi,20550000
2025,3,3,Karachi,20880000
2674,5,3,Lahore,30310000
1366,4,3,Peshawar,12970000
2171,5,3,Karachi,24270000
2479,6,4,Lahore,31380000
2547,5,3,Multan,18100000
1201,4,2,Rawalpindi,12710000
923,3,2,Islamabad,12470000
2367,5,4,Lahore,26100000
2975,6,4,Rawalpindi,30270000
1189,4,2,Lahore,14950000
1924,4,2,Rawalpindi,18580000
1491,3,4,Lahore,18400000
1871,5,3,Rawalpindi,19200000
5056,6,4,Islamabad,68500000
1667,3,3,Karachi,19310000
932,3,2,Rawalpindi,10040000
1223,3,3,Islamabad,17770000
1293,3,3,Karachi,15630000
4080,5,5,Islamabad,54100000
2681,6,3,Karachi,29950000
