Date,Product,Category,Quantity,Unit_Price,Sales,Region
2022-04-19,Conference Room Table,Furniture,3.0,786.3,2358.9,West
2022-04-19,Laptop Pro 15,Technology,1.0,1214.78,1214.78,North
2022-04-20,Conference Room Table,Furniture,1.0,843.97,843.97,North
2022-04-20,Conference Room Table,Furniture,3.0,821.43,2464.29,West
2022-04-20,Running Shoes,Clothing,1.0,99.35,99.35,South
2022-04-21,Conference Room Table,Furniture,1.0,776.31,776.31,East
2022-04-21,Smartphone Ultra,Technology,1.0,824.6,824.6,North
2022-04-21,4K Ultra HD Monitor,Technology,3.0,353.46,1060.38,North
2022-04-21,Conference Room Table,Furniture,2.0,772.08,1544.16,West
2022-04-21,4K Ultra HD Monitor,Technology,3.0,342.26,1026.78,South
2022-04-21,Conference Room Table,Furniture,2.0,857.15,1714.3,North
2022-04-21,Printer Laser X,Office Supplies,3.0,344.7,1034.1,North
2022-04-22,Formal Shirt,Clothing,3.0,43.8,131.4,South
2022-04-22,Premium Notebook,Office Supplies,2.0,18.47,36.94,South
2022-04-22,Laptop Pro 15,Technology,1.0,1238.12,1238.12,North
2022-04-22,Laptop Pro 15,Technology,4.0,1228.02,4912.08,West
2022-04-23,Filing Cabinet,Office Supplies,1.0,155.49,155.49,East
2022-04-23,Formal Shirt,Clothing,4.0,46.59,186.36,North
2022-04-23,Office Chair Pro,Furniture,2.0,268.05,536.1,East
2022-04-25,Premium Notebook,Office Supplies,2.0,17.52,35.04,South
2022-04-25,Conference Room Table,Furniture,1.0,859.36,859.36,East
2022-04-25,Filing Cabinet,Office Supplies,2.0,145.54,291.08,South
2022-04-26,4K Ultra HD Monitor,Technology,2.0,380.14,760.28,West
2022-04-26,Office Chair Pro,Furniture,3.0,279.83,839.49,West
2022-04-26,Executive Ergonomic Desk,Furniture,1.0,569.35,569.35,East
2022-04-26,Smartphone Ultra,Technology,2.0,886.22,1772.44,North
2022-04-27,Smartphone Ultra,Technology,1.0,794.86,794.86,South
2022-04-27,Wireless Headphones,Technology,4.0,151.18,604.72,East
2022-04-27,Business Backpack,Clothing,5.0,63.11,315.55,East
2022-04-28,Smartphone Ultra,Technology,3.0,886.88,2660.64,North
2022-04-28,Winter Jacket,Clothing,1.0,111.45,111.45,West
2022-04-28,Smartphone Ultra,Technology,1.0,896.66,896.66,North
2022-04-28,Wireless Headphones,Technology,2.0,142.85,285.7,North
2022-04-28,Office Chair Pro,Furniture,3.0,267.87,803.61,East
2022-04-29,Wireless Headphones,Technology,5.0,134.64,673.2,West
2022-04-29,Premium Notebook,Office Supplies,2.0,19.2,38.4,North
2022-04-30,Office Chair Pro,Furniture,3.0,294.24,882.72,East
2022-04-30,Smartphone Ultra,Technology,3.0,788.25,2364.75,South
2022-04-30,Executive Ergonomic Desk,Furniture,4.0,577.43,2309.72,North
2022-04-30,Printer Laser X,Office Supplies,2.0,334.95,669.9,South
2022-04-30,Smartphone Ultra,Technology,1.0,877.17,877.17,East
2022-04-30,Premium Notebook,Office Supplies,2.0,18.8,37.6,North
2022-04-30,Coffee Maker,Appliances,5.0,188.62,943.1,South
2022-04-30,Premium Notebook,Office Supplies,2.0,19.28,38.56,North
2022-04-30,Business Backpack,Clothing,2.0,63.79,127.58,North
2022-05-01,Coffee Maker,Appliances,1.0,171.05,171.05,East
2022-05-01,Laptop Pro 15,Technology,3.0,1287.89,3863.67,North
2022-05-01,Filing Cabinet,Office Supplies,1.0,152.38,152.38,East
2022-05-03,Conference Room Table,Furniture,2.0,773.34,1546.68,North
2022-05-03,Office Chair Pro,Furniture,3.0,264.22,792.66,North
2022-05-03,Conference Room Table,Furniture,2.0,792.34,1584.68,East
2022-05-03,Conference Room Table,Furniture,1.0,855.97,855.97,East
2022-05-03,4K Ultra HD Monitor,Technology,1.0,384.57,384.57,North
2022-05-03,Smartphone Ultra,Technology,1.0,897.71,897.71,North
2022-05-04,Premium Notebook,Office Supplies,1.0,17.21,17.21,West
2022-05-04,Coffee Maker,Appliances,1.0,180.35,180.35,North
2022-05-04,Filing Cabinet,Office Supplies,1.0,148.9,148.9,West
2022-05-04,Conference Room Table,Furniture,3.0,756.71,2270.13,South
2022-05-04,Running Shoes,Clothing,3.0,96.65,289.95,South
2022-05-04,Executive Ergonomic Desk,Furniture,1.0,533.94,533.94,West
2022-05-05,Filing Cabinet,Technology,4.0,142.88,571.52,South
2022-05-05,Business Backpack,Clothing,3.0,70.06,210.18,South
2022-05-05,Smartphone Ultra,Technology,4.0,914.53,3658.12,North
2022-05-05,Laptop Pro 15,Technology,2.0,1207.89,3623.67,South
2022-05-05,Premium Notebook,Office Supplies,2.0,17.38,34.76,South
2022-05-05,Executive Ergonomic Desk,Furniture,1.0,559.16,559.16,West
2022-05-06,Winter Jacket,Clothing,7.0,110.1,770.7,West
2022-05-06,Premium Notebook,Technology,4.0,17.17,68.68,South
2022-05-07,Filing Cabinet,Office Supplies,1.0,155.26,155.26,North
2022-05-07,Laptop Pro 15,Technology,2.0,1225.99,2451.98,West
2022-05-07,Smartphone Ultra,Technology,5.0,793.15,3965.75,South
2022-05-08,Winter Jacket,Clothing,2.0,106.09,212.18,West
2022-05-08,Office Chair Pro,Furniture,3.0,298.84,896.52,North
2022-05-08,Formal Shirt,Clothing,1.0,41.94,41.94,North
2022-05-08,Filing Cabinet,Office Supplies,1.0,147.8,147.8,South
2022-05-09,Winter Jacket,Clothing,2.0,107.4,214.8,North
2022-05-09,Wireless Headphones,Technology,5.0,143.13,715.65,South
2022-05-09,Winter Jacket,Technology,4.0,101.82,407.28,East
2022-05-09,Premium Notebook,Office Supplies,2.0,17.83,35.66,South
2022-05-09,Filing Cabinet,Office Supplies,1.0,150.12,150.12,North
2022-05-09,4K Ultra HD Monitor,Technology,3.0,340.93,1022.79,West
2022-05-10,Executive Ergonomic Desk,Furniture,5.0,567.12,2835.6,South
2022-05-10,Premium Notebook,Office Supplies,3.0,17.87,53.61,East
2022-05-10,Premium Notebook,Office Supplies,1.0,17.04,17.04,East
2022-05-11,Wireless Headphones,Technology,3.0,147.54,442.62,West
2022-05-12,Running Shoes,Clothing,3.0,99.5,298.5,North
2022-05-12,Conference Room Table,Furniture,1.0,783.92,783.92,North
2022-05-12,Formal Shirt,Clothing,1.0,45.97,45.97,East
2022-05-12,Premium Notebook,Office Supplies,3.0,17.84,53.52,North
2022-05-12,Filing Cabinet,Office Supplies,3.0,151.27,453.81,West
2022-05-13,Premium Notebook,Office Supplies,7.0,16.67,116.69,North
2022-05-13,Business Backpack,Clothing,4.0,67.25,269.0,East
2022-05-14,Formal Shirt,Clothing,2.0,48.48,96.96,South
2022-05-14,4K Ultra HD Monitor,Technology,1.0,337.92,337.92,West
2022-05-14,Winter Jacket,Clothing,4.0,114.71,458.84,North
2022-05-14,Premium Notebook,Office Supplies,3.0,17.47,52.41,West
2022-05-14,Filing Cabinet,Office Supplies,1.0,146.74,146.74,East
2022-05-14,Laptop Pro 15,Technology,2.0,1203.41,2406.82,North
2022-05-15,Printer Laser X,Office Supplies,2.0,299.07,598.14,North
2022-05-15,Premium Notebook,Office Supplies,4.0,17.86,71.44,South
2022-05-15,Running Shoes,Clothing,3.0,95.25,285.75,North
2022-05-15,Office Chair Pro,Furniture,3.0,257.98,773.94,West
2022-05-15,4K Ultra HD Monitor,Technology,1.0,375.42,375.42,South
2022-05-16,Premium Notebook,Office Supplies,4.0,19.43,77.72,South
2022-05-16,Winter Jacket,Clothing,6.0,103.13,618.78,West
2022-05-16,Smartphone Ultra,Technology,1.0,816.36,816.36,North
2022-05-17,Office Chair Pro,Technology,4.0,263.17,1052.68,South
2022-05-17,4K Ultra HD Monitor,Technology,2.0,378.83,757.66,North
2022-05-18,Printer Laser X,Office Supplies,3.0,339.2,1017.6,West
2022-05-18,Laptop Pro 15,Technology,1.0,1282.39,1282.39,North
2022-05-18,Smartphone Ultra,Technology,4.0,878.97,3515.88,North
2022-05-19,4K Ultra HD Monitor,Technology,1.0,364.45,364.45,South
2022-05-19,Winter Jacket,Clothing,3.0,111.69,335.07,South
2022-05-19,Filing Cabinet,Office Supplies,2.0,145.72,291.44,South
2022-05-19,Office Chair Pro,Furniture,3.0,301.9,905.7,East
2022-05-19,Coffee Maker,Appliances,2.0,175.17,350.34,West
2022-05-20,Winter Jacket,Technology,1.0,108.47,108.47,South
2022-05-20,Conference Room Table,Furniture,2.0,862.15,1724.3,South
2022-05-20,Wireless Headphones,Technology,2.0,146.56,293.12,South
2022-05-20,4K Ultra HD Monitor,Technology,5.0,331.56,1657.8,West
2022-05-20,Business Backpack,Clothing,2.0,63.04,126.08,East
2022-05-21,Premium Notebook,Office Supplies,3.0,18.38,55.14,South
2022-05-22,Laptop Pro 15,Technology,1.0,1219.66,1219.66,South
2022-05-23,Laptop Pro 15,Technology,2.0,1274.42,2548.84,North
2022-05-23,Office Chair Pro,Furniture,1.0,267.3,267.3,South
2022-05-23,Formal Shirt,Clothing,4.0,44.59,178.36,North
2022-05-23,4K Ultra HD Monitor,Technology,2.0,352.39,704.78,North
2022-05-24,Running Shoes,Clothing,3.0,91.23,273.69,East
2022-05-24,Smartphone Ultra,Technology,1.0,913.49,913.49,West
2022-05-24,Office Chair Pro,Furniture,1.0,289.19,289.19,West
2022-05-24,Running Shoes,Clothing,2.0,101.72,203.44,South
2022-05-24,Executive Ergonomic Desk,Furniture,1.0,570.22,570.22,West
2022-05-24,Business Backpack,Clothing,1.0,65.15,65.15,East
2022-05-25,Premium Notebook,Office Supplies,1.0,16.95,16.95,West
2022-05-25,Wireless Headphones,Technology,4.0,130.86,523.44,South
2022-05-25,Filing Cabinet,Office Supplies,2.0,151.58,303.16,North
2022-05-26,Running Shoes,Clothing,2.0,93.18,186.36,West
2022-05-26,Printer Laser X,Office Supplies,2.0,327.48,654.96,East
2022-05-26,Laptop Pro 15,Technology,1.0,1253.43,1253.43,West
2022-05-26,Formal Shirt,Clothing,2.0,46.97,93.94,North
2022-05-26,Winter Jacket,Clothing,1.0,103.27,103.27,North
2022-05-27,Premium Notebook,Office Supplies,1.0,18.46,18.46,West
2022-05-27,Premium Notebook,Office Supplies,1.0,18.63,18.63,East
2022-05-28,Running Shoes,Clothing,4.0,96.11,384.44,North
2022-05-28,Printer Laser X,Office Supplies,1.0,324.4,324.4,East
2022-05-28,Printer Laser X,Office Supplies,1.0,323.16,323.16,East
2022-05-29,Business Backpack,Clothing,1.0,63.78,63.78,South
2022-05-29,Executive Ergonomic Desk,Furniture,1.0,544.18,544.18,North
2022-05-29,Office Chair Pro,Furniture,2.0,279.66,559.32,North
2022-05-30,Executive Ergonomic Desk,Furniture,3.0,518.29,1554.87,North
2022-05-30,Filing Cabinet,Office Supplies,1.0,161.28,161.28,West
2022-05-30,Conference Room Table,Furniture,4.0,838.73,3354.92,South
2022-05-30,Wireless Headphones,Technology,2.0,137.41,274.82,West
2022-05-30,Office Chair Pro,Furniture,2.0,285.4,570.8,South
2022-05-31,Running Shoes,Clothing,1.0,96.47,96.47,East
2022-05-31,Filing Cabinet,Office Supplies,2.0,151.19,302.38,South
2022-05-31,4K Ultra HD Monitor,Technology,2.0,383.24,766.48,North
2022-05-31,Smartphone Ultra,Technology,1.0,877.93,877.93,West
2022-05-31,Premium Notebook,Office Supplies,1.0,19.12,19.12,East
2022-05-31,Laptop Pro 15,Technology,2.0,1245.22,2490.44,North
2022-05-31,Business Backpack,Clothing,4.0,64.06,256.24,East
2022-06-01,Office Chair Pro,Furniture,1.0,301.75,301.75,South
2022-06-01,Coffee Maker,Appliances,3.0,181.1,543.3,East
2022-06-01,Premium Notebook,Office Supplies,2.0,17.43,34.86,East
2022-06-01,Printer Laser X,Office Supplies,1.0,320.97,320.97,East
2022-06-01,Coffee Maker,Appliances,4.0,194.2,776.8,East
2022-06-02,Running Shoes,Clothing,6.0,95.14,570.84,East
2022-06-02,Formal Shirt,Clothing,2.0,47.97,95.94,North
2022-06-02,Office Chair Pro,Furniture,2.0,294.42,588.84,West
2022-06-02,Formal Shirt,Technology,4.0,41.44,165.76,South
2022-06-03,Laptop Pro 15,Technology,1.0,1118.96,1118.96,North
2022-06-03,Filing Cabinet,Office Supplies,3.0,146.35,439.05,West
2022-06-03,Conference Room Table,Furniture,1.0,783.94,783.94,North
2022-06-03,Wireless Headphones,Technology,1.0,145.71,145.71,North
2022-06-04,Formal Shirt,Clothing,4.0,46.31,185.24,West
2022-06-04,Premium Notebook,Office Supplies,4.0,18.04,72.16,East
2022-06-04,Running Shoes,Clothing,1.0,88.07,88.07,North
2022-06-04,Wireless Headphones,Technology,1.0,142.01,142.01,East
2022-06-04,Wireless Headphones,Technology,4.0,147.96,591.84,West
2022-06-04,Laptop Pro 15,Technology,1.0,1262.55,1262.55,North
2022-06-05,Office Chair Pro,Furniture,1.0,300.35,300.35,East
2022-06-05,Laptop Pro 15,Technology,3.0,1186.51,3559.53,South
2022-06-05,Premium Notebook,Office Supplies,2.0,19.32,38.64,North
2022-06-05,Laptop Pro 15,Technology,2.0,1242.13,2484.26,South
2022-06-05,Office Chair Pro,Furniture,2.0,262.95,525.9,North
2022-06-05,Filing Cabinet,Office Supplies,3.0,139.56,418.68,North
2022-06-06,Running Shoes,Clothing,4.0,99.32,397.28,East
2022-06-06,Office Chair Pro,Furniture,1.0,273.68,273.68,North
2022-06-07,Office Chair Pro,Furniture,3.0,261.92,785.76,West
2022-06-07,Smartphone Ultra,Technology,4.0,883.71,3534.84,North
2022-06-08,Premium Notebook,Office Supplies,1.0,17.95,17.95,East
2022-06-08,Smartphone Ultra,Technology,4.0,908.23,3632.92,North
2022-06-08,Formal Shirt,Clothing,6.0,48.06,288.36,North
2022-06-09,Conference Room Table,Furniture,1.0,798.54,798.54,West
2022-06-09,Running Shoes,Clothing,3.0,96.62,289.86,East
2022-06-09,Printer Laser X,Office Supplies,1.0,298.42,298.42,West
2022-06-09,Filing Cabinet,Office Supplies,2.0,151.45,302.9,North
2022-06-10,Conference Room Table,Furniture,6.0,842.6,5055.6,West
2022-06-10,4K Ultra HD Monitor,Technology,6.0,334.48,2006.88,North
2022-06-10,Formal Shirt,Clothing,4.0,47.67,190.68,East
2022-06-10,Office Chair Pro,Furniture,1.0,267.79,267.79,North
2022-06-10,Formal Shirt,Clothing,3.0,41.43,124.29,East
2022-06-11,Business Backpack,Clothing,2.0,61.84,123.68,East
2022-06-11,Filing Cabinet,Office Supplies,1.0,158.9,158.9,South
2022-06-12,Premium Notebook,Office Supplies,4.0,18.69,74.76,East
2022-06-13,Wireless Headphones,Technology,1.0,149.33,149.33,South
2022-06-13,Premium Notebook,Office Supplies,4.0,18.85,75.4,North
2022-06-14,Wireless Headphones,Technology,2.0,148.79,297.58,West
2022-06-14,Formal Shirt,Clothing,1.0,44.06,44.06,West
2022-06-15,Filing Cabinet,Office Supplies,1.0,150.9,150.9,East
2022-06-16,Printer Laser X,Office Supplies,2.0,314.33,628.66,North
2022-06-16,Conference Room Table,Furniture,4.0,753.57,3014.28,East
2022-06-16,Wireless Headphones,Technology,1.0,132.71,132.71,West
2022-06-16,Office Chair Pro,Furniture,1.0,257.76,257.76,North
2022-06-16,Laptop Pro 15,Technology,8.0,1234.9,9879.2,East
2022-06-17,Business Backpack,Clothing,3.0,67.2,201.6,East
2022-06-17,Business Backpack,Clothing,2.0,63.28,126.56,West
2022-06-17,Office Chair Pro,Furniture,5.0,276.28,1381.4,West
2022-06-18,Office Chair Pro,Furniture,4.0,282.97,1131.88,West
2022-06-18,Filing Cabinet,Office Supplies,2.0,150.45,300.9,South
2022-06-18,Executive Ergonomic Desk,Furniture,2.0,529.25,1058.5,West
2022-06-18,Smartphone Ultra,Technology,2.0,850.04,1700.08,West
2022-06-19,Smartphone Ultra,Technology,3.0,877.15,2631.45,East
2022-06-20,Smartphone Ultra,Technology,2.0,904.66,1809.32,North
2022-06-20,Wireless Headphones,Technology,2.0,131.1,262.2,South
2022-06-20,Printer Laser X,Office Supplies,2.0,300.91,601.82,East
2022-06-21,Filing Cabinet,Office Supplies,1.0,154.09,154.09,South
2022-06-21,Business Backpack,Clothing,3.0,69.71,209.13,North
2022-06-21,Filing Cabinet,Office Supplies,1.0,150.62,150.62,South
2022-06-21,Office Chair Pro,Furniture,4.0,278.92,1115.68,North
2022-06-21,4K Ultra HD Monitor,Technology,4.0,353.43,1413.72,South
2022-06-22,Premium Notebook,Office Supplies,2.0,17.08,34.16,West
2022-06-24,Printer Laser X,Office Supplies,3.0,320.13,960.39,West
2022-06-24,Premium Notebook,Office Supplies,3.0,16.76,50.28,North
2022-06-24,Wireless Headphones,Technology,4.0,147.98,591.92,South
2022-06-24,4K Ultra HD Monitor,Technology,3.0,339.39,1018.17,West
2022-06-24,Office Chair Pro,Furniture,1.0,290.23,290.23,East
2022-06-24,Wireless Headphones,Technology,1.0,147.92,147.92,North
2022-06-24,Office Chair Pro,Furniture,4.0,271.8,1087.2,West
2022-06-25,Smartphone Ultra,Technology,2.0,810.12,1620.24,East
2022-06-25,Running Shoes,Clothing,1.0,99.67,99.67,West
2022-06-25,Office Chair Pro,Furniture,4.0,297.69,1190.76,North
2022-06-25,Business Backpack,Clothing,4.0,61.08,244.32,East
2022-06-26,Conference Room Table,Furniture,3.0,786.06,2358.18,North
2022-06-26,Wireless Headphones,Technology,2.0,146.36,292.72,East
2022-06-26,Premium Notebook,Office Supplies,3.0,18.87,56.61,North
2022-06-26,Premium Notebook,Office Supplies,1.0,16.87,16.87,West
2022-06-26,Formal Shirt,Clothing,6.0,42.48,254.88,West
2022-06-27,Conference Room Table,Furniture,3.0,802.97,2408.91,South
2022-06-27,Smartphone Ultra,Technology,2.0,862.73,1725.46,East
2022-06-28,Executive Ergonomic Desk,Furniture,1.0,574.14,574.14,West
2022-06-28,Executive Ergonomic Desk,Furniture,3.0,566.97,1700.91,West
2022-06-28,4K Ultra HD Monitor,Technology,2.0,345.69,691.38,North
2022-06-30,Filing Cabinet,Office Supplies,4.0,144.03,576.12,West
2022-06-30,Coffee Maker,Appliances,5.0,169.03,845.15,South
2022-06-30,Wireless Headphones,Technology,1.0,137.9,137.9,North
2022-06-30,Smartphone Ultra,Technology,3.0,815.96,2447.88,North
2022-06-30,Conference Room Table,Furniture,1.0,840.26,840.26,East
2022-06-30,Office Chair Pro,Furniture,1.0,296.61,296.61,North
2022-07-01,Formal Shirt,Clothing,3.0,42.14,126.42,South
2022-07-01,Conference Room Table,Furniture,1.0,823.12,823.12,East
2022-07-01,Wireless Headphones,Technology,3.0,144.81,434.43,South
2022-07-01,Business Backpack,Clothing,2.0,67.59,135.18,East
2022-07-02,Smartphone Ultra,Technology,4.0,860.06,3440.24,South
2022-07-02,Office Chair Pro,Furniture,2.0,299.58,599.16,East
2022-07-03,Premium Notebook,Office Supplies,1.0,17.95,17.95,West
2022-07-03,Premium Notebook,Office Supplies,2.0,17.4,34.8,East
2022-07-04,Office Chair Pro,Furniture,2.0,283.04,566.08,West
2022-07-04,Smartphone Ultra,Technology,2.0,792.86,1585.72,North
2022-07-04,Office Chair Pro,Furniture,3.0,278.73,836.19,North
2022-07-05,Laptop Pro 15,Technology,1.0,1274.62,1274.62,North
2022-07-05,Wireless Headphones,Technology,3.0,149.03,447.09,West
2022-07-05,Executive Ergonomic Desk,Furniture,1.0,515.85,515.85,West
2022-07-06,Office Chair Pro,Furniture,4.0,264.0,1056.0,East
2022-07-06,Conference Room Table,Furniture,1.0,835.78,835.78,West
2022-07-07,Running Shoes,Clothing,5.0,96.98,484.9,South
2022-07-07,Conference Room Table,Furniture,2.0,855.54,1711.08,West
2022-07-07,Winter Jacket,Clothing,5.0,116.87,584.35,South
2022-07-07,Wireless Headphones,Technology,3.0,149.16,447.48,East
2022-07-07,Smartphone Ultra,Technology,1.0,901.61,901.61,North
2022-07-08,Filing Cabinet,Office Supplies,4.0,138.98,555.92,North
2022-07-08,Executive Ergonomic Desk,Furniture,1.0,522.42,522.42,North
2022-07-08,Conference Room Table,Furniture,2.0,820.37,1640.74,South
2022-07-08,Laptop Pro 15,Technology,2.0,1270.48,2540.96,North
2022-07-08,Office Chair Pro,Furniture,3.0,298.02,894.06,East
2022-07-09,Printer Laser X,Office Supplies,1.0,321.32,321.32,North
2022-07-09,4K Ultra HD Monitor,Technology,1.0,386.93,386.93,East
2022-07-11,Running Shoes,Clothing,1.0,98.4,98.4,East
2022-07-11,Premium Notebook,Office Supplies,5.0,18.69,93.45,West
2022-07-11,Printer Laser X,Office Supplies,2.0,338.03,676.06,East
2022-07-11,Smartphone Ultra,Technology,1.0,803.88,803.88,South
2022-07-11,Executive Ergonomic Desk,Furniture,2.0,570.02,1140.04,North
2022-07-12,Business Backpack,Clothing,2.0,61.6,123.2,West
2022-07-12,Premium Notebook,Office Supplies,2.0,18.45,36.9,West
2022-07-12,Wireless Headphones,Technology,2.0,136.57,273.14,West
2022-07-13,Wireless Headphones,Technology,1.0,130.57,130.57,East
2022-07-13,Formal Shirt,Clothing,4.0,45.68,182.72,North
2022-07-13,Executive Ergonomic Desk,Furniture,1.0,602.94,602.94,West
2022-07-13,Office Chair Pro,Furniture,4.0,262.2,1048.8,East
2022-07-13,Printer Laser X,Office Supplies,3.0,323.17,969.51,West
2022-07-13,Premium Notebook,Technology,4.0,18.9,75.6,East
2022-07-13,Formal Shirt,Clothing,1.0,42.51,42.51,South
2022-07-14,Business Backpack,Clothing,3.0,66.31,198.93,North
2022-07-14,Formal Shirt,Clothing,1.0,44.94,44.94,North
2022-07-14,Premium Notebook,Office Supplies,4.0,16.57,66.28,South
2022-07-14,Formal Shirt,Clothing,5.0,42.97,214.85,East
2022-07-14,Winter Jacket,Clothing,2.0,110.71,221.42,South
2022-07-14,Winter Jacket,Clothing,3.0,109.65,328.95,East
2022-07-14,Filing Cabinet,Office Supplies,1.0,144.92,144.92,West
2022-07-15,Formal Shirt,Clothing,3.0,41.7,125.1,East
2022-07-15,4K Ultra HD Monitor,Technology,2.0,339.54,679.08,North
2022-07-15,Printer Laser X,Office Supplies,1.0,307.29,307.29,East
2022-07-15,Filing Cabinet,Office Supplies,1.0,139.33,139.33,South
2022-07-15,Laptop Pro 15,Technology,2.0,1112.84,2225.68,North
2022-07-15,Formal Shirt,Clothing,1.0,46.29,46.29,North
2022-07-17,Business Backpack,Clothing,2.0,65.0,130.0,West
2022-07-17,Office Chair Pro,Furniture,5.0,268.36,1341.8,South
2022-07-17,Wireless Headphones,Technology,1.0,142.26,142.26,South
2022-07-17,Coffee Maker,Appliances,4.0,177.63,710.52,North
2022-07-17,Conference Room Table,Furniture,1.0,857.48,857.48,East
2022-07-17,Smartphone Ultra,Technology,4.0,880.25,3521.0,East
2022-07-18,Coffee Maker,Appliances,3.0,183.07,549.21,South
2022-07-18,Smartphone Ultra,Technology,1.0,864.38,864.38,South
2022-07-18,Wireless Headphones,Technology,2.0,137.73,275.46,North
2022-07-18,Formal Shirt,Clothing,2.0,44.93,89.86,South
2022-07-18,Laptop Pro 15,Technology,1.0,1163.51,1163.51,West
2022-07-19,Smartphone Ultra,Technology,5.0,885.94,4429.7,East
2022-07-19,Conference Room Table,Furniture,2.0,824.4,1648.8,North
2022-07-20,Executive Ergonomic Desk,Furniture,2.0,564.44,1128.88,North
2022-07-20,Smartphone Ultra,Technology,1.0,906.45,906.45,East
2022-07-20,4K Ultra HD Monitor,Technology,5.0,361.45,1807.25,North
2022-07-20,Winter Jacket,Clothing,2.0,112.3,224.6,North
2022-07-21,Smartphone Ultra,Technology,3.0,788.65,2365.95,South
2022-07-21,Winter Jacket,Clothing,2.0,108.39,216.78,North
2022-07-21,Coffee Maker,Appliances,3.0,182.53,547.59,East
2022-07-22,Premium Notebook,Office Supplies,2.0,18.19,36.38,North
2022-07-22,Running Shoes,Clothing,7.0,93.39,653.73,West
2022-07-23,Running Shoes,Clothing,4.0,94.53,378.12,South
2022-07-23,Office Chair Pro,Furniture,3.0,272.65,817.95,West
2022-07-23,Smartphone Ultra,Technology,3.0,823.39,2470.17,East
2022-07-24,Printer Laser X,Office Supplies,1.0,328.74,328.74,East
2022-07-24,Smartphone Ultra,Technology,3.0,892.48,2677.44,East
2022-07-24,4K Ultra HD Monitor,Technology,1.0,366.31,366.31,South
2022-07-24,Conference Room Table,Furniture,4.0,858.67,3434.68,South
2022-07-24,Printer Laser X,Office Supplies,2.0,305.08,610.16,East
2022-07-25,Filing Cabinet,Office Supplies,2.0,149.18,298.36,North
2022-07-25,Filing Cabinet,Office Supplies,3.0,148.05,444.15,East
2022-07-25,Laptop Pro 15,Technology,4.0,1200.68,4802.72,North
2022-07-25,Conference Room Table,Furniture,3.0,766.03,2298.09,North
2022-07-26,Winter Jacket,Clothing,2.0,115.11,230.22,North
2022-07-26,Formal Shirt,Clothing,1.0,42.74,42.74,South
2022-07-27,Executive Ergonomic Desk,Furniture,5.0,602.48,3012.4,South
2022-07-27,Premium Notebook,Office Supplies,1.0,17.05,17.05,North
2022-07-27,4K Ultra HD Monitor,Technology,4.0,358.69,1434.76,East
2022-07-27,Coffee Maker,Appliances,1.0,169.95,169.95,West
2022-07-28,Formal Shirt,Clothing,7.0,41.86,293.02,North
2022-07-28,Formal Shirt,Clothing,4.0,47.53,190.12,North
2022-07-28,4K Ultra HD Monitor,Technology,1.0,374.96,374.96,South
2022-07-28,Office Chair Pro,Furniture,6.0,268.28,1609.68,North
2022-07-29,Running Shoes,Clothing,2.0,101.55,203.1,East
2022-07-29,Executive Ergonomic Desk,Furniture,3.0,555.5,1666.5,North
2022-07-29,4K Ultra HD Monitor,Technology,3.0,333.23,999.69,South
2022-07-29,Office Chair Pro,Furniture,3.0,287.55,862.65,North
2022-07-29,Business Backpack,Clothing,2.0,67.0,134.0,East
2022-07-29,Coffee Maker,Appliances,1.0,193.52,193.52,West
2022-07-30,Formal Shirt,Clothing,1.0,48.19,48.19,West
2022-07-30,Printer Laser X,Office Supplies,7.0,330.98,2316.86,South
2022-07-31,Wireless Headphones,Technology,2.0,143.39,286.78,East
2022-07-31,4K Ultra HD Monitor,Technology,1.0,344.5,344.5,North
2022-08-01,Wireless Headphones,Technology,3.0,131.78,395.34,North
2022-08-01,Filing Cabinet,Office Supplies,3.0,152.54,457.62,North
2022-08-01,Formal Shirt,Clothing,3.0,43.41,130.23,North
2022-08-01,Wireless Headphones,Technology,2.0,132.05,264.1,South
2022-08-02,Laptop Pro 15,Technology,2.0,1277.79,2555.58,North
2022-08-02,Premium Notebook,Office Supplies,2.0,17.01,34.02,North
2022-08-02,Executive Ergonomic Desk,Furniture,2.0,520.62,1041.24,North
2022-08-02,Running Shoes,Clothing,3.0,98.47,295.41,West
2022-08-03,Winter Jacket,Clothing,3.0,116.05,348.15,East
2022-08-03,Printer Laser X,Office Supplies,1.0,345.24,345.24,South
2022-08-04,Coffee Maker,Appliances,1.0,171.59,171.59,South
2022-08-04,Laptop Pro 15,Technology,2.0,1160.35,2320.7,North
2022-08-04,Wireless Headphones,Technology,2.0,150.42,300.84,West
2022-08-04,Office Chair Pro,Furniture,6.0,295.06,1770.36,South
2022-08-04,Executive Ergonomic Desk,Furniture,1.0,585.13,585.13,North
2022-08-05,Coffee Maker,Appliances,1.0,185.51,185.51,West
2022-08-05,Laptop Pro 15,Technology,2.0,1128.98,2257.96,North
2022-08-05,Formal Shirt,Clothing,3.0,41.71,125.13,West
2022-08-06,Running Shoes,Clothing,3.0,98.29,294.87,North
2022-08-06,Premium Notebook,Office Supplies,2.0,18.49,36.98,East
2022-08-07,Formal Shirt,Clothing,1.0,43.7,43.7,South
2022-08-07,Smartphone Ultra,Technology,1.0,789.31,789.31,East
2022-08-07,Laptop Pro 15,Technology,6.0,1226.29,7357.74,South
2022-08-07,Printer Laser X,Office Supplies,1.0,323.23,323.23,South
